package,module,phase,milliseconds,megabytes
lens-4.17.1.log-color,Control.Lens.Internal.Bazaar,CorePrep,16.6,22.891
lens-4.17.1.log-color,Control.Lens.Internal.Bazaar,CoreTidy,11.94,15.502
lens-4.17.1.log-color,Control.Lens.Internal.Bazaar,Desugar,31.16,33.195
lens-4.17.1.log-color,Control.Lens.Internal.Bazaar,Parser,5.73,15.69
lens-4.17.1.log-color,Control.Lens.Internal.Bazaar,Simplifier,749.7599999999999,672.951
lens-4.17.1.log-color,Control.Lens.Internal.Bazaar,SpecConstr,3.09,5.953
lens-4.17.1.log-color,Control.Lens.Internal.Bazaar,Specialise,2.8,4.426
lens-4.17.1.log-color,Control.Lens.Internal.ByteString,CodeGen,87.43,133.079
lens-4.17.1.log-color,Control.Lens.Internal.ByteString,CorePrep,4.34,6.795
lens-4.17.1.log-color,Control.Lens.Internal.ByteString,CoreTidy,2.4,2.774
lens-4.17.1.log-color,Control.Lens.Internal.ByteString,Desugar,17.54,26.897
lens-4.17.1.log-color,Control.Lens.Internal.ByteString,Parser,3.76,12.835
lens-4.17.1.log-color,Control.Lens.Internal.ByteString,Simplifier,188.98000000000002,239.304
lens-4.17.1.log-color,Control.Lens.Internal.ByteString,SpecConstr,1.49,2.389
lens-4.17.1.log-color,Control.Lens.Internal.ByteString,Specialise,8.55,1.359
lens-4.17.1.log-color,Control.Lens.Internal.CTypes,CodeGen,1.42,0.615
lens-4.17.1.log-color,Control.Lens.Internal.CTypes,CorePrep,0.41000000000000003,0.122
lens-4.17.1.log-color,Control.Lens.Internal.CTypes,CoreTidy,3.37,2.491
lens-4.17.1.log-color,Control.Lens.Internal.CTypes,Desugar,0.39,0.114
lens-4.17.1.log-color,Control.Lens.Internal.CTypes,Parser,0.14,0.425
lens-4.17.1.log-color,Control.Lens.Internal.CTypes,Simplifier,1.6199999999999999,0.8719999999999999
lens-4.17.1.log-color,Control.Lens.Internal.CTypes,SpecConstr,0.14,0.059
lens-4.17.1.log-color,Control.Lens.Internal.CTypes,Specialise,0.17,0.063
lens-4.17.1.log-color,Control.Lens.Internal.Coerce,CodeGen,3.2800000000000002,1.7850000000000001
lens-4.17.1.log-color,Control.Lens.Internal.Coerce,CorePrep,0.4,0.178
lens-4.17.1.log-color,Control.Lens.Internal.Coerce,CoreTidy,0.23,0.125
lens-4.17.1.log-color,Control.Lens.Internal.Coerce,Desugar,0.95,0.396
lens-4.17.1.log-color,Control.Lens.Internal.Coerce,Parser,1.27,4.028
lens-4.17.1.log-color,Control.Lens.Internal.Coerce,Simplifier,2.88,2.104
lens-4.17.1.log-color,Control.Lens.Internal.Coerce,SpecConstr,0.16,0.078
lens-4.17.1.log-color,Control.Lens.Internal.Coerce,Specialise,0.18,0.087
lens-4.17.1.log-color,Control.Lens.Internal.Context,CodeGen,181.44,254.07100000000003
lens-4.17.1.log-color,Control.Lens.Internal.Context,CorePrep,8.83,13.483
lens-4.17.1.log-color,Control.Lens.Internal.Context,CoreTidy,5.54,7.085
lens-4.17.1.log-color,Control.Lens.Internal.Context,Desugar,37.7,38.763
lens-4.17.1.log-color,Control.Lens.Internal.Context,Parser,5.31,17.473
lens-4.17.1.log-color,Control.Lens.Internal.Context,Simplifier,304.01,327.23499999999996
lens-4.17.1.log-color,Control.Lens.Internal.Context,SpecConstr,1.3,2.651
lens-4.17.1.log-color,Control.Lens.Internal.Context,Specialise,4.1,2.786
lens-4.17.1.log-color,Control.Lens.Internal.Deque,CodeGen,805.54,1345.193
lens-4.17.1.log-color,Control.Lens.Internal.Deque,CorePrep,46.209999999999994,79.416
lens-4.17.1.log-color,Control.Lens.Internal.Deque,CoreTidy,16.56,22.203
lens-4.17.1.log-color,Control.Lens.Internal.Deque,Desugar,10.29,13.034
lens-4.17.1.log-color,Control.Lens.Internal.Deque,Parser,3.68,11.048
lens-4.17.1.log-color,Control.Lens.Internal.Deque,Simplifier,2648.24,2605.887
lens-4.17.1.log-color,Control.Lens.Internal.Deque,SpecConstr,22.74,23.479
lens-4.17.1.log-color,Control.Lens.Internal.Deque,Specialise,4.97,8.908
lens-4.17.1.log-color,Control.Lens.Internal.Exception,CodeGen,42.66,57.754000000000005
lens-4.17.1.log-color,Control.Lens.Internal.Exception,CorePrep,1.9300000000000002,2.63
lens-4.17.1.log-color,Control.Lens.Internal.Exception,CoreTidy,1.61,1.838
lens-4.17.1.log-color,Control.Lens.Internal.Exception,Desugar,4.65,3.876
lens-4.17.1.log-color,Control.Lens.Internal.Exception,Parser,2.32,8.015
lens-4.17.1.log-color,Control.Lens.Internal.Exception,Simplifier,48.67,66.433
lens-4.17.1.log-color,Control.Lens.Internal.Exception,SpecConstr,0.46,0.808
lens-4.17.1.log-color,Control.Lens.Internal.Exception,Specialise,0.51,0.686
lens-4.17.1.log-color,Control.Lens.Internal.FieldTH,CodeGen,452.49,810.26
lens-4.17.1.log-color,Control.Lens.Internal.FieldTH,CorePrep,19.68,35.20099999999999
lens-4.17.1.log-color,Control.Lens.Internal.FieldTH,CoreTidy,12.03,15.471
lens-4.17.1.log-color,Control.Lens.Internal.FieldTH,Desugar,14.83,30.842
lens-4.17.1.log-color,Control.Lens.Internal.FieldTH,Parser,6.3,21.901
lens-4.17.1.log-color,Control.Lens.Internal.FieldTH,Simplifier,886.17,1141.293
lens-4.17.1.log-color,Control.Lens.Internal.FieldTH,SpecConstr,7.92,14.665
lens-4.17.1.log-color,Control.Lens.Internal.FieldTH,Specialise,5.07,8.764
lens-4.17.1.log-color,Control.Lens.Internal.Fold,CodeGen,106.71,152.673
lens-4.17.1.log-color,Control.Lens.Internal.Fold,CorePrep,4.43,6.582
lens-4.17.1.log-color,Control.Lens.Internal.Fold,CoreTidy,2.8,4.179
lens-4.17.1.log-color,Control.Lens.Internal.Fold,Desugar,5.94,8.029
lens-4.17.1.log-color,Control.Lens.Internal.Fold,Parser,3.27,10.699
lens-4.17.1.log-color,Control.Lens.Internal.Fold,Simplifier,105.66,148.1
lens-4.17.1.log-color,Control.Lens.Internal.Fold,SpecConstr,1.52,2.565
lens-4.17.1.log-color,Control.Lens.Internal.Fold,Specialise,0.81,1.684
lens-4.17.1.log-color,Control.Lens.Internal.Getter,CodeGen,265.02,372.29200000000003
lens-4.17.1.log-color,Control.Lens.Internal.Getter,CorePrep,9.85,16.732
lens-4.17.1.log-color,Control.Lens.Internal.Getter,CoreTidy,7.64,10.295
lens-4.17.1.log-color,Control.Lens.Internal.Getter,Desugar,15.56,13.682
lens-4.17.1.log-color,Control.Lens.Internal.Getter,Parser,2.92,5.468
lens-4.17.1.log-color,Control.Lens.Internal.Getter,Simplifier,380.32,348.582
lens-4.17.1.log-color,Control.Lens.Internal.Getter,SpecConstr,3.5,3.748
lens-4.17.1.log-color,Control.Lens.Internal.Getter,Specialise,1.54,3.428
lens-4.17.1.log-color,Control.Lens.Internal.Indexed,CodeGen,162.2,230.555
lens-4.17.1.log-color,Control.Lens.Internal.Indexed,CorePrep,7.75,13.791
lens-4.17.1.log-color,Control.Lens.Internal.Indexed,CoreTidy,5.91,8.262
lens-4.17.1.log-color,Control.Lens.Internal.Indexed,Desugar,27.94,25.319
lens-4.17.1.log-color,Control.Lens.Internal.Indexed,Parser,5.84,18.209
lens-4.17.1.log-color,Control.Lens.Internal.Indexed,Simplifier,322.57,390.29600000000005
lens-4.17.1.log-color,Control.Lens.Internal.Indexed,SpecConstr,1.62,3.163
lens-4.17.1.log-color,Control.Lens.Internal.Indexed,Specialise,1.48,2.792
lens-4.17.1.log-color,Control.Lens.Internal.Instances,CodeGen,1.17,0.589
lens-4.17.1.log-color,Control.Lens.Internal.Instances,CorePrep,0.33999999999999997,0.122
lens-4.17.1.log-color,Control.Lens.Internal.Instances,CoreTidy,0.19,0.085
lens-4.17.1.log-color,Control.Lens.Internal.Instances,Desugar,0.36,0.103
lens-4.17.1.log-color,Control.Lens.Internal.Instances,Parser,0.17,0.255
lens-4.17.1.log-color,Control.Lens.Internal.Instances,Simplifier,1.7,0.8709999999999999
lens-4.17.1.log-color,Control.Lens.Internal.Instances,SpecConstr,0.13,0.059
lens-4.17.1.log-color,Control.Lens.Internal.Instances,Specialise,0.14,0.063
lens-4.17.1.log-color,Control.Lens.Internal.Iso,CodeGen,15.2,16.683999999999997
lens-4.17.1.log-color,Control.Lens.Internal.Iso,CorePrep,0.99,1.11
lens-4.17.1.log-color,Control.Lens.Internal.Iso,CoreTidy,0.78,0.79
lens-4.17.1.log-color,Control.Lens.Internal.Iso,Desugar,15.01,7.331
lens-4.17.1.log-color,Control.Lens.Internal.Iso,Parser,1.64,5.602
lens-4.17.1.log-color,Control.Lens.Internal.Iso,Simplifier,13.19,18.688
lens-4.17.1.log-color,Control.Lens.Internal.Iso,SpecConstr,0.26,0.317
lens-4.17.1.log-color,Control.Lens.Internal.Iso,Specialise,0.33,0.365
lens-4.17.1.log-color,Control.Lens.Internal.Level,CodeGen,189.53,274.209
lens-4.17.1.log-color,Control.Lens.Internal.Level,CorePrep,7.3100000000000005,10.472000000000001
lens-4.17.1.log-color,Control.Lens.Internal.Level,CoreTidy,4.6,5.209
lens-4.17.1.log-color,Control.Lens.Internal.Level,Desugar,17.19,10.042
lens-4.17.1.log-color,Control.Lens.Internal.Level,Parser,2.91,9.103
lens-4.17.1.log-color,Control.Lens.Internal.Level,Simplifier,290.84999999999997,346.04200000000003
lens-4.17.1.log-color,Control.Lens.Internal.Level,SpecConstr,2.33,3.825
lens-4.17.1.log-color,Control.Lens.Internal.Level,Specialise,1.44,2.457
lens-4.17.1.log-color,Control.Lens.Internal.List,CodeGen,13.88,22.195
lens-4.17.1.log-color,Control.Lens.Internal.List,CorePrep,0.79,0.988
lens-4.17.1.log-color,Control.Lens.Internal.List,CoreTidy,0.34,0.261
lens-4.17.1.log-color,Control.Lens.Internal.List,Desugar,0.98,0.453
lens-4.17.1.log-color,Control.Lens.Internal.List,Parser,0.99,3.913
lens-4.17.1.log-color,Control.Lens.Internal.List,Simplifier,8.04,8.008999999999999
lens-4.17.1.log-color,Control.Lens.Internal.List,SpecConstr,0.3,0.358
lens-4.17.1.log-color,Control.Lens.Internal.List,Specialise,0.17,0.095
lens-4.17.1.log-color,Control.Lens.Internal.Magma,CodeGen,171.59,255.219
lens-4.17.1.log-color,Control.Lens.Internal.Magma,CorePrep,7.48,12.542
lens-4.17.1.log-color,Control.Lens.Internal.Magma,CoreTidy,7.88,7.545
lens-4.17.1.log-color,Control.Lens.Internal.Magma,Desugar,11.11,14.981
lens-4.17.1.log-color,Control.Lens.Internal.Magma,Parser,4.46,14.055
lens-4.17.1.log-color,Control.Lens.Internal.Magma,Simplifier,275.39000000000004,370.168
lens-4.17.1.log-color,Control.Lens.Internal.Magma,SpecConstr,2.2,4.926
lens-4.17.1.log-color,Control.Lens.Internal.Magma,Specialise,2.2,3.995
lens-4.17.1.log-color,Control.Lens.Internal.Prism,CodeGen,18.450000000000003,26.688000000000002
lens-4.17.1.log-color,Control.Lens.Internal.Prism,CorePrep,1.03,1.427
lens-4.17.1.log-color,Control.Lens.Internal.Prism,CoreTidy,0.76,0.885
lens-4.17.1.log-color,Control.Lens.Internal.Prism,Desugar,2.27,2.256
lens-4.17.1.log-color,Control.Lens.Internal.Prism,Parser,1.54,5.303
lens-4.17.1.log-color,Control.Lens.Internal.Prism,Simplifier,18.75,27.301000000000002
lens-4.17.1.log-color,Control.Lens.Internal.Prism,SpecConstr,0.25,0.405
lens-4.17.1.log-color,Control.Lens.Internal.Prism,Specialise,0.35,0.446
lens-4.17.1.log-color,Control.Lens.Internal.PrismTH,CodeGen,217.68,387.918
lens-4.17.1.log-color,Control.Lens.Internal.PrismTH,CorePrep,10.34,16.688000000000002
lens-4.17.1.log-color,Control.Lens.Internal.PrismTH,CoreTidy,5.02,6.814
lens-4.17.1.log-color,Control.Lens.Internal.PrismTH,Desugar,7.06,8.902
lens-4.17.1.log-color,Control.Lens.Internal.PrismTH,Parser,5.94,14.779
lens-4.17.1.log-color,Control.Lens.Internal.PrismTH,Simplifier,362.91,499.53700000000003
lens-4.17.1.log-color,Control.Lens.Internal.PrismTH,SpecConstr,3.52,5.964
lens-4.17.1.log-color,Control.Lens.Internal.PrismTH,Specialise,2.55,4.213
lens-4.17.1.log-color,Control.Lens.Internal.Review,CodeGen,6.41,6.89
lens-4.17.1.log-color,Control.Lens.Internal.Review,CorePrep,0.6,0.40800000000000003
lens-4.17.1.log-color,Control.Lens.Internal.Review,CoreTidy,0.31,0.253
lens-4.17.1.log-color,Control.Lens.Internal.Review,Desugar,0.65,0.492
lens-4.17.1.log-color,Control.Lens.Internal.Review,Parser,0.41,1.038
lens-4.17.1.log-color,Control.Lens.Internal.Review,Simplifier,3.7699999999999996,4.281
lens-4.17.1.log-color,Control.Lens.Internal.Review,SpecConstr,0.15,0.122
lens-4.17.1.log-color,Control.Lens.Internal.Review,Specialise,0.2,0.149
lens-4.17.1.log-color,Control.Lens.Internal.Setter,CodeGen,29.61,39.08
lens-4.17.1.log-color,Control.Lens.Internal.Setter,CorePrep,1.4,1.815
lens-4.17.1.log-color,Control.Lens.Internal.Setter,CoreTidy,0.71,0.79
lens-4.17.1.log-color,Control.Lens.Internal.Setter,Desugar,2.94,3.3
lens-4.17.1.log-color,Control.Lens.Internal.Setter,Parser,1.4,4.914
lens-4.17.1.log-color,Control.Lens.Internal.Setter,Simplifier,16.57,23.113999999999997
lens-4.17.1.log-color,Control.Lens.Internal.Setter,SpecConstr,0.26,0.323
lens-4.17.1.log-color,Control.Lens.Internal.Setter,Specialise,0.38,0.417
lens-4.17.1.log-color,Control.Lens.Internal.TH,CodeGen,48.46,60.841
lens-4.17.1.log-color,Control.Lens.Internal.TH,CorePrep,1.6,2.253
lens-4.17.1.log-color,Control.Lens.Internal.TH,CoreTidy,1.68,2.01
lens-4.17.1.log-color,Control.Lens.Internal.TH,Desugar,2.37,1.982
lens-4.17.1.log-color,Control.Lens.Internal.TH,Parser,1.99,7.082
lens-4.17.1.log-color,Control.Lens.Internal.TH,Simplifier,62.92,80.436
lens-4.17.1.log-color,Control.Lens.Internal.TH,SpecConstr,0.49,0.765
lens-4.17.1.log-color,Control.Lens.Internal.TH,Specialise,0.53,0.782
lens-4.17.1.log-color,Control.Lens.Internal.Zoom,CodeGen,359.64,484.334
lens-4.17.1.log-color,Control.Lens.Internal.Zoom,CorePrep,18.130000000000003,26.226
lens-4.17.1.log-color,Control.Lens.Internal.Zoom,CoreTidy,23.88,15.359
lens-4.17.1.log-color,Control.Lens.Internal.Zoom,Desugar,18.71,24.616
lens-4.17.1.log-color,Control.Lens.Internal.Zoom,Parser,6.04,17.505
lens-4.17.1.log-color,Control.Lens.Internal.Zoom,Simplifier,426.1300000000001,504.971
lens-4.17.1.log-color,Control.Lens.Internal.Zoom,SpecConstr,2.87,6.134
lens-4.17.1.log-color,Control.Lens.Internal.Zoom,Specialise,2.71,5.214
lens-4.17.1.log-color,Control.Lens.Iso,CodeGen,76.77000000000001,106.518
lens-4.17.1.log-color,Control.Lens.Iso,CorePrep,3.42,5.056
lens-4.17.1.log-color,Control.Lens.Iso,CoreTidy,2.57,3.102
lens-4.17.1.log-color,Control.Lens.Iso,Desugar,7.37,9.298
lens-4.17.1.log-color,Control.Lens.Iso,Parser,5.78,17.547
lens-4.17.1.log-color,Control.Lens.Iso,Simplifier,96.65,134.073
lens-4.17.1.log-color,Control.Lens.Iso,SpecConstr,0.63,1.152
lens-4.17.1.log-color,Control.Lens.Iso,Specialise,0.99,1.603
lens-4.17.1.log-color,Control.Lens.Lens,CodeGen,148.78,208.267
lens-4.17.1.log-color,Control.Lens.Lens,CorePrep,4.63,7.872
lens-4.17.1.log-color,Control.Lens.Lens,CoreTidy,3.87,4.203
lens-4.17.1.log-color,Control.Lens.Lens,Desugar,20.31,23.722
lens-4.17.1.log-color,Control.Lens.Lens,Parser,14.48,38.673
lens-4.17.1.log-color,Control.Lens.Lens,Simplifier,325.94,190.48299999999998
lens-4.17.1.log-color,Control.Lens.Lens,SpecConstr,0.88,1.603
lens-4.17.1.log-color,Control.Lens.Lens,Specialise,1.08,2.327
lens-4.17.1.log-color,Control.Lens.Level,CodeGen,31.770000000000003,45.615
lens-4.17.1.log-color,Control.Lens.Level,CorePrep,1.7799999999999998,2.0469999999999997
lens-4.17.1.log-color,Control.Lens.Level,CoreTidy,1.02,1.103
lens-4.17.1.log-color,Control.Lens.Level,Desugar,3.24,3.346
lens-4.17.1.log-color,Control.Lens.Level,Parser,1.92,6.929
lens-4.17.1.log-color,Control.Lens.Level,Simplifier,53.36,67.601
lens-4.17.1.log-color,Control.Lens.Level,SpecConstr,0.48,0.74
lens-4.17.1.log-color,Control.Lens.Level,Specialise,0.48,0.548
lens-4.17.1.log-color,Control.Lens.Operators,CodeGen,1.1800000000000002,0.557
lens-4.17.1.log-color,Control.Lens.Operators,CorePrep,0.35,0.122
lens-4.17.1.log-color,Control.Lens.Operators,CoreTidy,0.19,0.085
lens-4.17.1.log-color,Control.Lens.Operators,Desugar,0.33,0.167
lens-4.17.1.log-color,Control.Lens.Operators,Parser,0.78,2.424
lens-4.17.1.log-color,Control.Lens.Operators,Simplifier,1.7299999999999998,0.956
lens-4.17.1.log-color,Control.Lens.Operators,SpecConstr,0.14,0.059
lens-4.17.1.log-color,Control.Lens.Operators,Specialise,0.15,0.063
lens-4.17.1.log-color,Control.Lens.Plated,CodeGen,141.5,209.749
lens-4.17.1.log-color,Control.Lens.Plated,CorePrep,7.76,10.655999999999999
lens-4.17.1.log-color,Control.Lens.Plated,CoreTidy,5.74,6.384
lens-4.17.1.log-color,Control.Lens.Plated,Desugar,11.91,16.012
lens-4.17.1.log-color,Control.Lens.Plated,Parser,8.3,25.028
lens-4.17.1.log-color,Control.Lens.Plated,Simplifier,298.65000000000003,381.273
lens-4.17.1.log-color,Control.Lens.Plated,SpecConstr,1.55,2.954
lens-4.17.1.log-color,Control.Lens.Plated,Specialise,1.98,3.289
lens-4.17.1.log-color,Control.Lens.Prism,CodeGen,72.77,113.12899999999999
lens-4.17.1.log-color,Control.Lens.Prism,CorePrep,2.75,4.087
lens-4.17.1.log-color,Control.Lens.Prism,CoreTidy,1.55,2
lens-4.17.1.log-color,Control.Lens.Prism,Desugar,4.52,5.429
lens-4.17.1.log-color,Control.Lens.Prism,Parser,3.16,10.636
lens-4.17.1.log-color,Control.Lens.Prism,Simplifier,78.81,108.50800000000001
lens-4.17.1.log-color,Control.Lens.Prism,SpecConstr,0.49,0.936
lens-4.17.1.log-color,Control.Lens.Prism,Specialise,0.64,1.187
lens-4.17.1.log-color,Control.Lens.Reified,CodeGen,578.95,890.577
lens-4.17.1.log-color,Control.Lens.Reified,CorePrep,24.57,37.688
lens-4.17.1.log-color,Control.Lens.Reified,CoreTidy,25.25,20.677
lens-4.17.1.log-color,Control.Lens.Reified,Desugar,25.88,34.617
lens-4.17.1.log-color,Control.Lens.Reified,Parser,7.89,23.693
lens-4.17.1.log-color,Control.Lens.Reified,Simplifier,1402.69,1662.5139999999997
lens-4.17.1.log-color,Control.Lens.Reified,SpecConstr,5.73,10.502
lens-4.17.1.log-color,Control.Lens.Reified,Specialise,5.44,8.403
lens-4.17.1.log-color,Control.Lens.Review,CodeGen,14.39,18.665
lens-4.17.1.log-color,Control.Lens.Review,CorePrep,0.88,0.762
lens-4.17.1.log-color,Control.Lens.Review,CoreTidy,0.51,0.422
lens-4.17.1.log-color,Control.Lens.Review,Desugar,3.25,3.609
lens-4.17.1.log-color,Control.Lens.Review,Parser,1.87,7.064
lens-4.17.1.log-color,Control.Lens.Review,Simplifier,14.670000000000002,17.413
lens-4.17.1.log-color,Control.Lens.Review,SpecConstr,0.21,0.195
lens-4.17.1.log-color,Control.Lens.Review,Specialise,0.27,0.235
lens-4.17.1.log-color,Control.Lens.Setter,CodeGen,111.41,145.30700000000002
lens-4.17.1.log-color,Control.Lens.Setter,CorePrep,4.359999999999999,6.223
lens-4.17.1.log-color,Control.Lens.Setter,CoreTidy,4.27,3.162
lens-4.17.1.log-color,Control.Lens.Setter,Desugar,12.31,12.836
lens-4.17.1.log-color,Control.Lens.Setter,Parser,9.91,29.967
lens-4.17.1.log-color,Control.Lens.Setter,Simplifier,93.77000000000001,122.742
lens-4.17.1.log-color,Control.Lens.Setter,SpecConstr,0.77,1.148
lens-4.17.1.log-color,Control.Lens.Setter,Specialise,0.85,1.526
lens-4.17.1.log-color,Control.Lens.TH,CodeGen,304.26,540.5540000000001
lens-4.17.1.log-color,Control.Lens.TH,CorePrep,13.809999999999999,24.846
lens-4.17.1.log-color,Control.Lens.TH,CoreTidy,8.67,11.64
lens-4.17.1.log-color,Control.Lens.TH,Desugar,8.59,11.711
lens-4.17.1.log-color,Control.Lens.TH,Parser,5.6,20.882
lens-4.17.1.log-color,Control.Lens.TH,Simplifier,858.3300000000002,1100.651
lens-4.17.1.log-color,Control.Lens.TH,SpecConstr,6.3,11.907
lens-4.17.1.log-color,Control.Lens.TH,Specialise,4.25,7.721
lens-4.17.1.log-color,Control.Lens.Traversal,CodeGen,260.57,407.461
lens-4.17.1.log-color,Control.Lens.Traversal,CorePrep,13.280000000000001,18.673000000000002
lens-4.17.1.log-color,Control.Lens.Traversal,CoreTidy,9.67,10.384
lens-4.17.1.log-color,Control.Lens.Traversal,Desugar,45.25,72.895
lens-4.17.1.log-color,Control.Lens.Traversal,Parser,11.98,42.034
lens-4.17.1.log-color,Control.Lens.Traversal,Simplifier,694.55,832.6270000000001
lens-4.17.1.log-color,Control.Lens.Traversal,SpecConstr,3.02,4.947
lens-4.17.1.log-color,Control.Lens.Traversal,Specialise,3.91,6.35
lens-4.17.1.log-color,Control.Lens.Tuple,CodeGen,834.3599999999999,1409.275
lens-4.17.1.log-color,Control.Lens.Tuple,CorePrep,131.03,219.92700000000002
lens-4.17.1.log-color,Control.Lens.Tuple,CoreTidy,152.18,185.471
lens-4.17.1.log-color,Control.Lens.Tuple,Desugar,330.41,582.373
lens-4.17.1.log-color,Control.Lens.Tuple,Parser,47.17,118.222
lens-4.17.1.log-color,Control.Lens.Tuple,Simplifier,3860.5699999999997,4785.411999999999
lens-4.17.1.log-color,Control.Lens.Tuple,SpecConstr,52.51,65.7
lens-4.17.1.log-color,Control.Lens.Tuple,Specialise,29.92,52.767
lens-4.17.1.log-color,Control.Lens.Type,CodeGen,1.37,0.552
lens-4.17.1.log-color,Control.Lens.Type,CorePrep,0.39,0.124
lens-4.17.1.log-color,Control.Lens.Type,CoreTidy,0.21,0.105
lens-4.17.1.log-color,Control.Lens.Type,Desugar,0.77,0.188
lens-4.17.1.log-color,Control.Lens.Type,Parser,3.71,15.051
lens-4.17.1.log-color,Control.Lens.Type,Simplifier,1.6799999999999997,0.8719999999999999
lens-4.17.1.log-color,Control.Lens.Type,SpecConstr,0.14,0.059
lens-4.17.1.log-color,Control.Lens.Type,Specialise,0.15,0.063
lens-4.17.1.log-color,Control.Lens.Unsound,CodeGen,11.71,17.18
lens-4.17.1.log-color,Control.Lens.Unsound,CorePrep,0.84,0.819
lens-4.17.1.log-color,Control.Lens.Unsound,CoreTidy,0.52,0.456
lens-4.17.1.log-color,Control.Lens.Unsound,Desugar,1.28,0.731
lens-4.17.1.log-color,Control.Lens.Unsound,Parser,1.26,4.885
lens-4.17.1.log-color,Control.Lens.Unsound,Simplifier,9.51,11.003
lens-4.17.1.log-color,Control.Lens.Unsound,SpecConstr,0.2,0.204
lens-4.17.1.log-color,Control.Lens.Unsound,Specialise,0.26,0.255
lens-4.17.1.log-color,Control.Lens.Wrapped,CodeGen,421.16999999999996,562.8199999999999
lens-4.17.1.log-color,Control.Lens.Wrapped,CorePrep,23.44,38.556
lens-4.17.1.log-color,Control.Lens.Wrapped,CoreTidy,20.81,26.797
lens-4.17.1.log-color,Control.Lens.Wrapped,Desugar,36.31,50.48
lens-4.17.1.log-color,Control.Lens.Wrapped,Parser,16.82,55.077
lens-4.17.1.log-color,Control.Lens.Wrapped,Simplifier,1270.71,1492.547
lens-4.17.1.log-color,Control.Lens.Wrapped,SpecConstr,5.06,8.888
lens-4.17.1.log-color,Control.Lens.Wrapped,Specialise,5.84,8.329
lens-4.17.1.log-color,Control.Lens.Zoom,CodeGen,81.74000000000001,121.626
lens-4.17.1.log-color,Control.Lens.Zoom,CorePrep,4.71,6.367
lens-4.17.1.log-color,Control.Lens.Zoom,CoreTidy,2.34,3.083
lens-4.17.1.log-color,Control.Lens.Zoom,Desugar,10.69,14.407
lens-4.17.1.log-color,Control.Lens.Zoom,Parser,3.27,12.227
lens-4.17.1.log-color,Control.Lens.Zoom,Simplifier,93.45000000000002,128.232
lens-4.17.1.log-color,Control.Lens.Zoom,SpecConstr,0.87,1.432
lens-4.17.1.log-color,Control.Lens.Zoom,Specialise,1.01,1.664
lens-4.17.1.log-color,Control.Monad.Error.Lens,CodeGen,54.81,83.873
lens-4.17.1.log-color,Control.Monad.Error.Lens,CorePrep,2.65,3.7859999999999996
lens-4.17.1.log-color,Control.Monad.Error.Lens,CoreTidy,1.77,2.184
lens-4.17.1.log-color,Control.Monad.Error.Lens,Desugar,3.98,4.704
lens-4.17.1.log-color,Control.Monad.Error.Lens,Parser,2.66,9.139
lens-4.17.1.log-color,Control.Monad.Error.Lens,Simplifier,61.61000000000001,87.94799999999998
lens-4.17.1.log-color,Control.Monad.Error.Lens,SpecConstr,0.7,1.238
lens-4.17.1.log-color,Control.Monad.Error.Lens,Specialise,0.56,0.904
lens-4.17.1.log-color,Control.Parallel.Strategies.Lens,CodeGen,5.73,6.084
lens-4.17.1.log-color,Control.Parallel.Strategies.Lens,CorePrep,0.6100000000000001,0.404
lens-4.17.1.log-color,Control.Parallel.Strategies.Lens,CoreTidy,0.34,0.228
lens-4.17.1.log-color,Control.Parallel.Strategies.Lens,Desugar,1.06,0.494
lens-4.17.1.log-color,Control.Parallel.Strategies.Lens,Parser,1.19,4.661
lens-4.17.1.log-color,Control.Parallel.Strategies.Lens,Simplifier,7.759999999999999,7.549
lens-4.17.1.log-color,Control.Parallel.Strategies.Lens,SpecConstr,0.18,0.12
lens-4.17.1.log-color,Control.Parallel.Strategies.Lens,Specialise,0.22,0.147
lens-4.17.1.log-color,Control.Seq.Lens,CodeGen,3,2.457
lens-4.17.1.log-color,Control.Seq.Lens,CorePrep,0.45999999999999996,0.19
lens-4.17.1.log-color,Control.Seq.Lens,CoreTidy,0.25,0.118
lens-4.17.1.log-color,Control.Seq.Lens,Desugar,0.45,0.182
lens-4.17.1.log-color,Control.Seq.Lens,Parser,0.26,0.482
lens-4.17.1.log-color,Control.Seq.Lens,Simplifier,3.2800000000000002,2.614
lens-4.17.1.log-color,Control.Seq.Lens,SpecConstr,0.16,0.072
lens-4.17.1.log-color,Control.Seq.Lens,Specialise,0.17,0.082
lens-4.17.1.log-color,Data.Array.Lens,CodeGen,24.73,39.375
lens-4.17.1.log-color,Data.Array.Lens,CorePrep,1.2000000000000002,1.21
lens-4.17.1.log-color,Data.Array.Lens,CoreTidy,0.6,0.658
lens-4.17.1.log-color,Data.Array.Lens,Desugar,0.64,0.526
lens-4.17.1.log-color,Data.Array.Lens,Parser,0.3,0.671
lens-4.17.1.log-color,Data.Array.Lens,Simplifier,28.72,43.289
lens-4.17.1.log-color,Data.Array.Lens,SpecConstr,0.29,0.376
lens-4.17.1.log-color,Data.Array.Lens,Specialise,0.26,0.34
lens-4.17.1.log-color,Data.Bits.Lens,CodeGen,57.68,89.983
lens-4.17.1.log-color,Data.Bits.Lens,CorePrep,2.13,2.979
lens-4.17.1.log-color,Data.Bits.Lens,CoreTidy,1.05,1.306
lens-4.17.1.log-color,Data.Bits.Lens,Desugar,4.76,6.343
lens-4.17.1.log-color,Data.Bits.Lens,Parser,2.87,9.643
