package,module,phase,milliseconds,megabytes
lens-4.17.1,Control.Lens.Type,Desugar,0.77,0.188
lens-4.17.1,Control.Lens.Type,Parser,3.71,15.051
lens-4.17.1,Control.Lens.Type,Simplifier,1.6799999999999997,0.8719999999999999
lens-4.17.1,Control.Lens.Type,SpecConstr,0.14,0.059
lens-4.17.1,Control.Lens.Type,Specialise,0.15,0.063
lens-4.17.1,Control.Lens.Unsound,CodeGen,11.71,17.18
lens-4.17.1,Control.Lens.Unsound,CorePrep,0.84,0.819
lens-4.17.1,Control.Lens.Unsound,CoreTidy,0.52,0.456
lens-4.17.1,Control.Lens.Unsound,Desugar,1.28,0.731
lens-4.17.1,Control.Lens.Unsound,Parser,1.26,4.885
lens-4.17.1,Control.Lens.Unsound,Simplifier,9.51,11.003
lens-4.17.1,Control.Lens.Unsound,SpecConstr,0.2,0.204
lens-4.17.1,Control.Lens.Unsound,Specialise,0.26,0.255
lens-4.17.1,Control.Lens.Wrapped,CodeGen,421.16999999999996,562.8199999999999
lens-4.17.1,Control.Lens.Wrapped,CorePrep,23.44,38.556
lens-4.17.1,Control.Lens.Wrapped,CoreTidy,20.81,26.797
lens-4.17.1,Control.Lens.Wrapped,Desugar,36.31,50.48
lens-4.17.1,Control.Lens.Wrapped,Parser,16.82,55.077
lens-4.17.1,Control.Lens.Wrapped,Simplifier,1270.71,1492.547
lens-4.17.1,Control.Lens.Wrapped,SpecConstr,5.06,8.888
lens-4.17.1,Control.Lens.Wrapped,Specialise,5.84,8.329
lens-4.17.1,Control.Lens.Zoom,CodeGen,81.74000000000001,121.626
lens-4.17.1,Control.Lens.Zoom,CorePrep,4.71,6.367
lens-4.17.1,Control.Lens.Zoom,CoreTidy,2.34,3.083
lens-4.17.1,Control.Lens.Zoom,Desugar,10.69,14.407
lens-4.17.1,Control.Lens.Zoom,Parser,3.27,12.227
lens-4.17.1,Control.Lens.Zoom,Simplifier,93.45000000000002,128.232
lens-4.17.1,Control.Lens.Zoom,SpecConstr,0.87,1.432
lens-4.17.1,Control.Lens.Zoom,Specialise,1.01,1.664
lens-4.17.1,Control.Monad.Error.Lens,CodeGen,54.81,83.873
lens-4.17.1,Control.Monad.Error.Lens,CorePrep,2.65,3.7859999999999996
lens-4.17.1,Control.Monad.Error.Lens,CoreTidy,1.77,2.184
lens-4.17.1,Control.Monad.Error.Lens,Desugar,3.98,4.704
lens-4.17.1,Control.Monad.Error.Lens,Parser,2.66,9.139
lens-4.17.1,Control.Monad.Error.Lens,Simplifier,61.61000000000001,87.94799999999998
lens-4.17.1,Control.Monad.Error.Lens,SpecConstr,0.7,1.238
lens-4.17.1,Control.Monad.Error.Lens,Specialise,0.56,0.904
lens-4.17.1,Control.Parallel.Strategies.Lens,CodeGen,5.73,6.084
lens-4.17.1,Control.Parallel.Strategies.Lens,CorePrep,0.6100000000000001,0.404
lens-4.17.1,Control.Parallel.Strategies.Lens,CoreTidy,0.34,0.228
lens-4.17.1,Control.Parallel.Strategies.Lens,Desugar,1.06,0.494
lens-4.17.1,Control.Parallel.Strategies.Lens,Parser,1.19,4.661
lens-4.17.1,Control.Parallel.Strategies.Lens,Simplifier,7.759999999999999,7.549
lens-4.17.1,Control.Parallel.Strategies.Lens,SpecConstr,0.18,0.12
lens-4.17.1,Control.Parallel.Strategies.Lens,Specialise,0.22,0.147
lens-4.17.1,Control.Seq.Lens,CodeGen,3,2.457
lens-4.17.1,Control.Seq.Lens,CorePrep,0.45999999999999996,0.19
lens-4.17.1,Control.Seq.Lens,CoreTidy,0.25,0.118
lens-4.17.1,Control.Seq.Lens,Desugar,0.45,0.182
lens-4.17.1,Control.Seq.Lens,Parser,0.26,0.482
lens-4.17.1,Control.Seq.Lens,Simplifier,3.2800000000000002,2.614
lens-4.17.1,Control.Seq.Lens,SpecConstr,0.16,0.072
lens-4.17.1,Control.Seq.Lens,Specialise,0.17,0.082
lens-4.17.1,Data.Array.Lens,CodeGen,24.73,39.375
lens-4.17.1,Data.Array.Lens,CorePrep,1.2000000000000002,1.21
lens-4.17.1,Data.Array.Lens,CoreTidy,0.6,0.658
lens-4.17.1,Data.Array.Lens,Desugar,0.64,0.526
lens-4.17.1,Data.Array.Lens,Parser,0.3,0.671
lens-4.17.1,Data.Array.Lens,Simplifier,28.72,43.289
lens-4.17.1,Data.Array.Lens,SpecConstr,0.29,0.376
lens-4.17.1,Data.Array.Lens,Specialise,0.26,0.34
lens-4.17.1,Data.Bits.Lens,CodeGen,57.68,89.983
lens-4.17.1,Data.Bits.Lens,CorePrep,2.13,2.979
lens-4.17.1,Data.Bits.Lens,CoreTidy,1.05,1.306
lens-4.17.1,Data.Bits.Lens,Desugar,4.76,6.343
lens-4.17.1,Data.Bits.Lens,Parser,2.87,9.643
lens-4.17.1,Data.Bits.Lens,Simplifier,45.919999999999995,71.12
lens-4.17.1,Data.Bits.Lens,SpecConstr,0.44,0.693
lens-4.17.1,Data.Bits.Lens,Specialise,0.47,0.67
lens-4.17.1,Data.ByteString.Lazy.Lens,CodeGen,8.71,9.626000000000001
lens-4.17.1,Data.ByteString.Lazy.Lens,CorePrep,0.6499999999999999,0.512
lens-4.17.1,Data.ByteString.Lazy.Lens,CoreTidy,0.3,0.206
lens-4.17.1,Data.ByteString.Lazy.Lens,Desugar,2.16,2.288
lens-4.17.1,Data.ByteString.Lazy.Lens,Parser,1.73,5.755
lens-4.17.1,Data.ByteString.Lazy.Lens,Simplifier,4.83,5.5840000000000005
lens-4.17.1,Data.ByteString.Lazy.Lens,SpecConstr,0.17,0.128
lens-4.17.1,Data.ByteString.Lazy.Lens,Specialise,0.26,0.164
lens-4.17.1,Data.ByteString.Lens,CodeGen,42.94,67.795
lens-4.17.1,Data.ByteString.Lens,CorePrep,2.34,3.0860000000000003
lens-4.17.1,Data.ByteString.Lens,CoreTidy,0.9,1.02
lens-4.17.1,Data.ByteString.Lens,Desugar,4.15,6.029
lens-4.17.1,Data.ByteString.Lens,Parser,1.81,6.566
lens-4.17.1,Data.ByteString.Lens,Simplifier,46.81,60.480999999999995
lens-4.17.1,Data.ByteString.Lens,SpecConstr,0.56,0.872
lens-4.17.1,Data.ByteString.Lens,Specialise,0.56,0.74
lens-4.17.1,Data.ByteString.Strict.Lens,CodeGen,8.719999999999999,9.655999999999999
lens-4.17.1,Data.ByteString.Strict.Lens,CorePrep,0.64,0.512
lens-4.17.1,Data.ByteString.Strict.Lens,CoreTidy,0.3,0.205
lens-4.17.1,Data.ByteString.Strict.Lens,Desugar,2.17,2.286
lens-4.17.1,Data.ByteString.Strict.Lens,Parser,1.55,5.702
lens-4.17.1,Data.ByteString.Strict.Lens,Simplifier,5.050000000000001,5.603999999999999
lens-4.17.1,Data.ByteString.Strict.Lens,SpecConstr,0.18,0.134
lens-4.17.1,Data.ByteString.Strict.Lens,Specialise,0.21,0.164
lens-4.17.1,Data.Complex.Lens,CodeGen,32.769999999999996,51.306
lens-4.17.1,Data.Complex.Lens,CorePrep,1.71,2.744
lens-4.17.1,Data.Complex.Lens,CoreTidy,1.14,1.374
lens-4.17.1,Data.Complex.Lens,Desugar,3.33,3.546
lens-4.17.1,Data.Complex.Lens,Parser,1.76,5.968
lens-4.17.1,Data.Complex.Lens,Simplifier,35.669999999999995,50.391999999999996
lens-4.17.1,Data.Complex.Lens,SpecConstr,0.58,0.745
lens-4.17.1,Data.Complex.Lens,Specialise,0.39,0.423
lens-4.17.1,Data.Data.Lens,CodeGen,506.97,904.401
lens-4.17.1,Data.Data.Lens,CorePrep,32.46,52.787000000000006
lens-4.17.1,Data.Data.Lens,CoreTidy,30.21,21.195
lens-4.17.1,Data.Data.Lens,Desugar,14.29,19.9
lens-4.17.1,Data.Data.Lens,Parser,5.5,17.307
lens-4.17.1,Data.Data.Lens,Simplifier,1252.94,1461.1570000000002
lens-4.17.1,Data.Data.Lens,SpecConstr,13.42,25.176
lens-4.17.1,Data.Data.Lens,Specialise,13.4,23.316
lens-4.17.1,Data.Dynamic.Lens,CodeGen,19.25,28.303
lens-4.17.1,Data.Dynamic.Lens,CorePrep,1.06,1.13
lens-4.17.1,Data.Dynamic.Lens,CoreTidy,0.7,0.547
lens-4.17.1,Data.Dynamic.Lens,Desugar,1.39,0.91
lens-4.17.1,Data.Dynamic.Lens,Parser,1.07,4.316
lens-4.17.1,Data.Dynamic.Lens,Simplifier,21.889999999999997,27.154000000000003
lens-4.17.1,Data.Dynamic.Lens,SpecConstr,0.23,0.266
lens-4.17.1,Data.Dynamic.Lens,Specialise,0.29,0.301
lens-4.17.1,Data.HashSet.Lens,CodeGen,14.559999999999999,23.25
lens-4.17.1,Data.HashSet.Lens,CorePrep,1.01,1.077
lens-4.17.1,Data.HashSet.Lens,CoreTidy,0.44,0.513
lens-4.17.1,Data.HashSet.Lens,Desugar,1.16,0.568
lens-4.17.1,Data.HashSet.Lens,Parser,0.99,4.132
lens-4.17.1,Data.HashSet.Lens,Simplifier,25.229999999999997,33.854
lens-4.17.1,Data.HashSet.Lens,SpecConstr,0.37,0.5
lens-4.17.1,Data.HashSet.Lens,Specialise,0.29,0.306
lens-4.17.1,Data.IntSet.Lens,CodeGen,15.54,23.698
lens-4.17.1,Data.IntSet.Lens,CorePrep,1.07,1.205
lens-4.17.1,Data.IntSet.Lens,CoreTidy,0.45,0.305
lens-4.17.1,Data.IntSet.Lens,Desugar,1.1,1.118
lens-4.17.1,Data.IntSet.Lens,Parser,0.63,1.091
lens-4.17.1,Data.IntSet.Lens,Simplifier,13.61,14.852
lens-4.17.1,Data.IntSet.Lens,SpecConstr,0.37,0.322
lens-4.17.1,Data.IntSet.Lens,Specialise,0.24,0.166
lens-4.17.1,Data.List.Lens,CodeGen,23.189999999999998,35.479
lens-4.17.1,Data.List.Lens,CorePrep,1.24,1.359
lens-4.17.1,Data.List.Lens,CoreTidy,0.75,0.642
lens-4.17.1,Data.List.Lens,Desugar,2.19,1.412
lens-4.17.1,Data.List.Lens,Parser,1.76,5.392
lens-4.17.1,Data.List.Lens,Simplifier,40.48,40.863
lens-4.17.1,Data.List.Lens,SpecConstr,0.66,0.599
lens-4.17.1,Data.List.Lens,Specialise,0.38,0.284
lens-4.17.1,Data.Map.Lens,CodeGen,2.04,1.1320000000000001
lens-4.17.1,Data.Map.Lens,CorePrep,0.45000000000000007,0.154
lens-4.17.1,Data.Map.Lens,CoreTidy,0.23,0.124
lens-4.17.1,Data.Map.Lens,Desugar,0.43,0.164
lens-4.17.1,Data.Map.Lens,Parser,0.32,1.218
lens-4.17.1,Data.Map.Lens,Simplifier,2.3200000000000003,1.5550000000000002
lens-4.17.1,Data.Map.Lens,SpecConstr,0.15,0.067
lens-4.17.1,Data.Map.Lens,Specialise,0.16,0.078
lens-4.17.1,Data.Sequence.Lens,CodeGen,18.62,26.274
lens-4.17.1,Data.Sequence.Lens,CorePrep,1.19,1.283
lens-4.17.1,Data.Sequence.Lens,CoreTidy,0.65,0.658
lens-4.17.1,Data.Sequence.Lens,Desugar,2.17,1.985
lens-4.17.1,Data.Sequence.Lens,Parser,1.11,2.863
lens-4.17.1,Data.Sequence.Lens,Simplifier,21.009999999999998,25.437999999999995
lens-4.17.1,Data.Sequence.Lens,SpecConstr,0.33,0.284
lens-4.17.1,Data.Sequence.Lens,Specialise,0.27,0.241
lens-4.17.1,Data.Set.Lens,CodeGen,7.23,9.469000000000001
lens-4.17.1,Data.Set.Lens,CorePrep,0.6000000000000001,0.376
lens-4.17.1,Data.Set.Lens,CoreTidy,0.3,0.201
lens-4.17.1,Data.Set.Lens,Desugar,1.03,0.373
lens-4.17.1,Data.Set.Lens,Parser,1.14,4.305
lens-4.17.1,Data.Set.Lens,Simplifier,5.16,5.526
lens-4.17.1,Data.Set.Lens,SpecConstr,0.18,0.108
lens-4.17.1,Data.Set.Lens,Specialise,0.2,0.133
lens-4.17.1,Data.Text.Lazy.Lens,CodeGen,86.51,133.969
lens-4.17.1,Data.Text.Lazy.Lens,CorePrep,5.38,10.443999999999999
lens-4.17.1,Data.Text.Lazy.Lens,CoreTidy,1.89,2.29
lens-4.17.1,Data.Text.Lazy.Lens,Desugar,4.34,3.906
lens-4.17.1,Data.Text.Lazy.Lens,Parser,1.82,6.277
lens-4.17.1,Data.Text.Lazy.Lens,Simplifier,124.19,145.031
lens-4.17.1,Data.Text.Lazy.Lens,SpecConstr,4.23,9.168
lens-4.17.1,Data.Text.Lazy.Lens,Specialise,0.46,0.516
lens-4.17.1,Data.Text.Lens,CodeGen,27.3,38.221000000000004
lens-4.17.1,Data.Text.Lens,CorePrep,1.71,1.844
lens-4.17.1,Data.Text.Lens,CoreTidy,0.76,0.7
lens-4.17.1,Data.Text.Lens,Desugar,3.24,4.148
lens-4.17.1,Data.Text.Lens,Parser,1.71,5.825
lens-4.17.1,Data.Text.Lens,Simplifier,35.25,41.44200000000001
lens-4.17.1,Data.Text.Lens,SpecConstr,0.43,0.576
lens-4.17.1,Data.Text.Lens,Specialise,0.44,0.487
lens-4.17.1,Data.Text.Strict.Lens,CodeGen,52.1,88.241
lens-4.17.1,Data.Text.Strict.Lens,CorePrep,3.57,6.6
lens-4.17.1,Data.Text.Strict.Lens,CoreTidy,1.39,1.532
lens-4.17.1,Data.Text.Strict.Lens,Desugar,3.36,2.647
lens-4.17.1,Data.Text.Strict.Lens,Parser,1.91,6.216
lens-4.17.1,Data.Text.Strict.Lens,Simplifier,115.07,132.922
lens-4.17.1,Data.Text.Strict.Lens,SpecConstr,2.73,5.752
lens-4.17.1,Data.Text.Strict.Lens,Specialise,0.53,0.441
lens-4.17.1,Data.Tree.Lens,CodeGen,4.33,4.54
lens-4.17.1,Data.Tree.Lens,CorePrep,0.54,0.298
lens-4.17.1,Data.Tree.Lens,CoreTidy,0.26,0.148
lens-4.17.1,Data.Tree.Lens,Desugar,1.09,0.494
lens-4.17.1,Data.Tree.Lens,Parser,0.99,3.819
lens-4.17.1,Data.Tree.Lens,Simplifier,3.07,2.892
lens-4.17.1,Data.Tree.Lens,SpecConstr,0.16,0.09
lens-4.17.1,Data.Tree.Lens,Specialise,0.21,0.102
lens-4.17.1,Data.Typeable.Lens,CodeGen,10.43,13.679
lens-4.17.1,Data.Typeable.Lens,CorePrep,0.6699999999999999,0.571
lens-4.17.1,Data.Typeable.Lens,CoreTidy,0.49,0.434
lens-4.17.1,Data.Typeable.Lens,Desugar,1.67,1.132
lens-4.17.1,Data.Typeable.Lens,Parser,1.09,4.024
lens-4.17.1,Data.Typeable.Lens,Simplifier,15.670000000000002,19.48
lens-4.17.1,Data.Typeable.Lens,SpecConstr,0.21,0.178
lens-4.17.1,Data.Typeable.Lens,Specialise,0.27,0.287
lens-4.17.1,Data.Vector.Generic.Lens,CodeGen,94,161.368
lens-4.17.1,Data.Vector.Generic.Lens,CorePrep,4.800000000000001,7.214
lens-4.17.1,Data.Vector.Generic.Lens,CoreTidy,2.4,2.961
lens-4.17.1,Data.Vector.Generic.Lens,Desugar,4.7,4.845
lens-4.17.1,Data.Vector.Generic.Lens,Parser,2.42,7.833
lens-4.17.1,Data.Vector.Generic.Lens,Simplifier,209.94999999999996,284.33000000000004
lens-4.17.1,Data.Vector.Generic.Lens,SpecConstr,1.56,3.093
lens-4.17.1,Data.Vector.Generic.Lens,Specialise,0.85,1.028
lens-4.17.1,Data.Vector.Lens,CodeGen,36.379999999999995,57.442
lens-4.17.1,Data.Vector.Lens,CorePrep,2.13,2.9699999999999998
lens-4.17.1,Data.Vector.Lens,CoreTidy,1.14,1.085
lens-4.17.1,Data.Vector.Lens,Desugar,1.61,1.09
lens-4.17.1,Data.Vector.Lens,Parser,1.55,5.466
lens-4.17.1,Data.Vector.Lens,Simplifier,75.08,92.19000000000001
lens-4.17.1,Data.Vector.Lens,SpecConstr,1.01,1.551
lens-4.17.1,Data.Vector.Lens,Specialise,0.46,0.443
lens-4.17.1,GHC.Generics.Lens,CodeGen,35.71,46.777
lens-4.17.1,GHC.Generics.Lens,CorePrep,1.79,2.076
lens-4.17.1,GHC.Generics.Lens,CoreTidy,1.3,1.241
lens-4.17.1,GHC.Generics.Lens,Desugar,3.97,4.103
lens-4.17.1,GHC.Generics.Lens,Parser,2.63,8.036
lens-4.17.1,GHC.Generics.Lens,Simplifier,32.36,43.087
lens-4.17.1,GHC.Generics.Lens,SpecConstr,0.83,0.607
lens-4.17.1,GHC.Generics.Lens,Specialise,0.52,0.662
lens-4.17.1,Language.Haskell.TH.Lens,CodeGen,1549.78,1782.586
lens-4.17.1,Language.Haskell.TH.Lens,CorePrep,40.34,59.815
lens-4.17.1,Language.Haskell.TH.Lens,CoreTidy,24.84,26.087
lens-4.17.1,Language.Haskell.TH.Lens,Desugar,57.41,80.356
lens-4.17.1,Language.Haskell.TH.Lens,Parser,21.46,59.958
lens-4.17.1,Language.Haskell.TH.Lens,Simplifier,1147.82,1270.506
lens-4.17.1,Language.Haskell.TH.Lens,SpecConstr,14.35,15.694
lens-4.17.1,Language.Haskell.TH.Lens,Specialise,10.21,17.742
lens-4.17.1,Numeric.Lens,CodeGen,121.09,192.825
lens-4.17.1,Numeric.Lens,CorePrep,4.109999999999999,7.27
lens-4.17.1,Numeric.Lens,CoreTidy,2.64,3.618
lens-4.17.1,Numeric.Lens,Desugar,4.4,5.352
lens-4.17.1,Numeric.Lens,Parser,2.3,7.618
lens-4.17.1,Numeric.Lens,Simplifier,166.49,229.98500000000004
lens-4.17.1,Numeric.Lens,SpecConstr,0.97,1.908
lens-4.17.1,Numeric.Lens,Specialise,1.26,2.593
lens-4.17.1,Numeric.Natural.Lens,CodeGen,147.58,270.908
lens-4.17.1,Numeric.Natural.Lens,CorePrep,6.470000000000001,13.533000000000001
lens-4.17.1,Numeric.Natural.Lens,CoreTidy,2.76,4.009
lens-4.17.1,Numeric.Natural.Lens,Desugar,2.65,2.797
lens-4.17.1,Numeric.Natural.Lens,Parser,1.61,5.334
lens-4.17.1,Numeric.Natural.Lens,Simplifier,199.05999999999997,283.59
lens-4.17.1,Numeric.Natural.Lens,SpecConstr,12.36,11.84
lens-4.17.1,Numeric.Natural.Lens,Specialise,1.06,1.878
lens-4.17.1,System.Exit.Lens,CodeGen,25.18,35.667
lens-4.17.1,System.Exit.Lens,CorePrep,1.3900000000000001,1.5110000000000001
lens-4.17.1,System.Exit.Lens,CoreTidy,0.89,0.926
lens-4.17.1,System.Exit.Lens,Desugar,2.07,1.834
lens-4.17.1,System.Exit.Lens,Parser,1.45,5.12
lens-4.17.1,System.Exit.Lens,Simplifier,37.87,50.595
lens-4.17.1,System.Exit.Lens,SpecConstr,0.3,0.373
lens-4.17.1,System.Exit.Lens,Specialise,0.46,0.536
lens-4.17.1,System.FilePath.Lens,CodeGen,32.94,44.881
lens-4.17.1,System.FilePath.Lens,CorePrep,1.4,1.612
lens-4.17.1,System.FilePath.Lens,CoreTidy,0.63,0.694
lens-4.17.1,System.FilePath.Lens,Desugar,2.67,2.982
lens-4.17.1,System.FilePath.Lens,Parser,2.5,8.615
lens-4.17.1,System.FilePath.Lens,Simplifier,21.56,31
lens-4.17.1,System.FilePath.Lens,SpecConstr,0.24,0.322
lens-4.17.1,System.FilePath.Lens,Specialise,0.35,0.442
lens-4.17.1,System.IO.Error.Lens,CodeGen,99.17,151.14
lens-4.17.1,System.IO.Error.Lens,CorePrep,2.87,4.896
lens-4.17.1,System.IO.Error.Lens,CoreTidy,1.69,2.301
lens-4.17.1,System.IO.Error.Lens,Desugar,2.18,3.383
lens-4.17.1,System.IO.Error.Lens,Parser,1.12,3.12
lens-4.17.1,System.IO.Error.Lens,Simplifier,50.82,74.74900000000001
lens-4.17.1,System.IO.Error.Lens,SpecConstr,0.46,1.119
lens-4.17.1,System.IO.Error.Lens,Specialise,0.75,1.531
lens-4.17.1.log-color,Control.Exception.Lens,CodeGen,320.85,476.771
lens-4.17.1.log-color,Control.Exception.Lens,CorePrep,11.69,19.303
lens-4.17.1.log-color,Control.Exception.Lens,CoreTidy,9.17,11.463
lens-4.17.1.log-color,Control.Exception.Lens,Desugar,16.93,24.457
lens-4.17.1.log-color,Control.Exception.Lens,Parser,9.38,31.521
lens-4.17.1.log-color,Control.Exception.Lens,Simplifier,540,648.263
lens-4.17.1.log-color,Control.Exception.Lens,SpecConstr,2.39,4.228
lens-4.17.1.log-color,Control.Exception.Lens,Specialise,3.18,5.788
lens-4.17.1.log-color,Control.Lens,CodeGen,1.2,0.529
lens-4.17.1.log-color,Control.Lens,CorePrep,0.38,0.122
lens-4.17.1.log-color,Control.Lens,CoreTidy,0.2,0.085
lens-4.17.1.log-color,Control.Lens,Desugar,0.95,0.693
lens-4.17.1.log-color,Control.Lens,Parser,1.08,4.427
lens-4.17.1.log-color,Control.Lens,Simplifier,1.7999999999999998,0.96
lens-4.17.1.log-color,Control.Lens,SpecConstr,0.14,0.059
lens-4.17.1.log-color,Control.Lens,Specialise,0.16,0.063
lens-4.17.1.log-color,Control.Lens.At,CodeGen,257.69,423.245
lens-4.17.1.log-color,Control.Lens.At,CorePrep,16.4,25.053
lens-4.17.1.log-color,Control.Lens.At,CoreTidy,7.84,9.771
lens-4.17.1.log-color,Control.Lens.At,Desugar,19.37,25.782
lens-4.17.1.log-color,Control.Lens.At,Parser,6.57,21.528
lens-4.17.1.log-color,Control.Lens.At,Simplifier,845.05,957.1599999999999
lens-4.17.1.log-color,Control.Lens.At,SpecConstr,4.59,8.166
lens-4.17.1.log-color,Control.Lens.At,Specialise,2.32,3.318
lens-4.17.1.log-color,Control.Lens.Combinators,CodeGen,1.1800000000000002,0.5589999999999999
lens-4.17.1.log-color,Control.Lens.Combinators,CorePrep,0.33999999999999997,0.122
lens-4.17.1.log-color,Control.Lens.Combinators,CoreTidy,0.2,0.085
lens-4.17.1.log-color,Control.Lens.Combinators,Desugar,0.93,0.612
lens-4.17.1.log-color,Control.Lens.Combinators,Parser,1.45,5.517
lens-4.17.1.log-color,Control.Lens.Combinators,Simplifier,1.6799999999999997,0.956
lens-4.17.1.log-color,Control.Lens.Combinators,SpecConstr,0.13,0.059
lens-4.17.1.log-color,Control.Lens.Combinators,Specialise,0.15,0.063
lens-4.17.1.log-color,Control.Lens.Cons,CodeGen,367.88,574.211
lens-4.17.1.log-color,Control.Lens.Cons,CorePrep,19.75,36.286
lens-4.17.1.log-color,Control.Lens.Cons,CoreTidy,10.38,11.309
lens-4.17.1.log-color,Control.Lens.Cons,Desugar,9.64,11.835
lens-4.17.1.log-color,Control.Lens.Cons,Parser,4.73,15.321
lens-4.17.1.log-color,Control.Lens.Cons,Simplifier,1234.26,1371.341
lens-4.17.1.log-color,Control.Lens.Cons,SpecConstr,9.8,17.593
lens-4.17.1.log-color,Control.Lens.Cons,Specialise,2.27,3.51
lens-4.17.1.log-color,Control.Lens.Each,CodeGen,219.01,359.91999999999996
lens-4.17.1.log-color,Control.Lens.Each,CorePrep,10.260000000000002,17.636000000000003
lens-4.17.1.log-color,Control.Lens.Each,CoreTidy,5.39,7.583
lens-4.17.1.log-color,Control.Lens.Each,Desugar,72.66,111.915
lens-4.17.1.log-color,Control.Lens.Each,Parser,3.91,12.788
lens-4.17.1.log-color,Control.Lens.Each,Simplifier,379.97,483.2900000000001
lens-4.17.1.log-color,Control.Lens.Each,SpecConstr,3.27,5.926
lens-4.17.1.log-color,Control.Lens.Each,Specialise,1.52,2.641
lens-4.17.1.log-color,Control.Lens.Empty,CodeGen,175.53,244.607
lens-4.17.1.log-color,Control.Lens.Empty,CorePrep,6.09,9.155999999999999
lens-4.17.1.log-color,Control.Lens.Empty,CoreTidy,4.15,5.015
lens-4.17.1.log-color,Control.Lens.Empty,Desugar,5.75,7.66
lens-4.17.1.log-color,Control.Lens.Empty,Parser,2.87,8.856
lens-4.17.1.log-color,Control.Lens.Empty,Simplifier,287.42999999999995,350.188
lens-4.17.1.log-color,Control.Lens.Empty,SpecConstr,1.2,2.29
lens-4.17.1.log-color,Control.Lens.Empty,Specialise,1.99,2.502
lens-4.17.1.log-color,Control.Lens.Equality,CodeGen,7.109999999999999,6.743
lens-4.17.1.log-color,Control.Lens.Equality,CorePrep,0.78,0.587
lens-4.17.1.log-color,Control.Lens.Equality,CoreTidy,0.6,0.508
lens-4.17.1.log-color,Control.Lens.Equality,Desugar,2.22,1.299
lens-4.17.1.log-color,Control.Lens.Equality,Parser,1.61,5.656
lens-4.17.1.log-color,Control.Lens.Equality,Simplifier,13.120000000000001,15.136000000000003
lens-4.17.1.log-color,Control.Lens.Equality,SpecConstr,0.26,0.245
lens-4.17.1.log-color,Control.Lens.Equality,Specialise,0.35,0.347
lens-4.17.1.log-color,Control.Lens.Extras,CodeGen,2.77,2.135
lens-4.17.1.log-color,Control.Lens.Extras,CorePrep,0.44,0.206
lens-4.17.1.log-color,Control.Lens.Extras,CoreTidy,0.25,0.148
lens-4.17.1.log-color,Control.Lens.Extras,Desugar,0.41,0.173
lens-4.17.1.log-color,Control.Lens.Extras,Parser,0.23,0.449
lens-4.17.1.log-color,Control.Lens.Extras,Simplifier,2.9699999999999998,2.6089999999999995
lens-4.17.1.log-color,Control.Lens.Extras,SpecConstr,0.14,0.087
lens-4.17.1.log-color,Control.Lens.Extras,Specialise,0.16,0.078
lens-4.17.1.log-color,Control.Lens.Fold,CodeGen,461.39,354.945
lens-4.17.1.log-color,Control.Lens.Fold,CorePrep,14.17,15.009
lens-4.17.1.log-color,Control.Lens.Fold,CoreTidy,7.66,7.527
lens-4.17.1.log-color,Control.Lens.Fold,Desugar,41.5,43.544
lens-4.17.1.log-color,Control.Lens.Fold,Parser,20.86,61.08
lens-4.17.1.log-color,Control.Lens.Fold,Simplifier,493.46000000000004,566.9399999999999
lens-4.17.1.log-color,Control.Lens.Fold,SpecConstr,1.55,3.111
lens-4.17.1.log-color,Control.Lens.Fold,Specialise,5.98,3.489
lens-4.17.1.log-color,Control.Lens.Getter,CodeGen,35.2,48.876999999999995
lens-4.17.1.log-color,Control.Lens.Getter,CorePrep,1.9,2.271
lens-4.17.1.log-color,Control.Lens.Getter,CoreTidy,1.21,1.341
lens-4.17.1.log-color,Control.Lens.Getter,Desugar,5.45,6.913
lens-4.17.1.log-color,Control.Lens.Getter,Parser,4.05,13.927
lens-4.17.1.log-color,Control.Lens.Getter,Simplifier,32.49,42.291000000000004
lens-4.17.1.log-color,Control.Lens.Getter,SpecConstr,0.35,0.531
lens-4.17.1.log-color,Control.Lens.Getter,Specialise,0.41,0.549
lens-4.17.1.log-color,Control.Lens.Indexed,CodeGen,1507.74,2350.5600000000004
lens-4.17.1.log-color,Control.Lens.Indexed,CorePrep,71.99000000000001,110.83500000000001
lens-4.17.1.log-color,Control.Lens.Indexed,CoreTidy,40.26,44.308
lens-4.17.1.log-color,Control.Lens.Indexed,Desugar,86.45,99.221
lens-4.17.1.log-color,Control.Lens.Indexed,Parser,13.94,42.534
lens-4.17.1.log-color,Control.Lens.Indexed,Simplifier,4397.23,4770.447
lens-4.17.1.log-color,Control.Lens.Indexed,SpecConstr,20.06,33.849
lens-4.17.1.log-color,Control.Lens.Indexed,Specialise,16.38,26.582
lens-4.17.1.log-color,Control.Lens.Internal,CodeGen,1.26,0.556
lens-4.17.1.log-color,Control.Lens.Internal,CorePrep,0.37,0.122
lens-4.17.1.log-color,Control.Lens.Internal,CoreTidy,0.21,0.085
lens-4.17.1.log-color,Control.Lens.Internal,Desugar,0.83,0.256
lens-4.17.1.log-color,Control.Lens.Internal,Parser,1.47,3.909
lens-4.17.1.log-color,Control.Lens.Internal,Simplifier,1.6399999999999997,0.8759999999999999
lens-4.17.1.log-color,Control.Lens.Internal,SpecConstr,0.14,0.059
lens-4.17.1.log-color,Control.Lens.Internal,Specialise,0.14,0.063
lens-4.17.1.log-color,Control.Lens.Internal.Bazaar,CodeGen,291.52,395.731
